LSID	URI	Title	Year	Date Published	Citation	ContainedIn	Edition	ShortTitle	Publisher
urn:lsid:biodiversity.org.au:apni.publication:78966	http://biodiversity.org.au/apni.publication/78966	Leaflets of Western Botany. 1932/1936-1963/1966.		1932/1936-1963/1966	Leaflets of Western Botany. 1932/1936-1963/1966.				
urn:lsid:biodiversity.org.au:apni.publication:78990	http://biodiversity.org.au/apni.publication/78990	Gussone, G., Enumeratio Plantarum Vascularium in Insula Inarime. (1855).		(1855)	Gussone, G., Enumeratio Plantarum Vascularium in Insula Inarime. (1855).			Enum pl. Inarim.	
urn:lsid:biodiversity.org.au:apni.publication:78997	http://biodiversity.org.au/apni.publication/78997	Ettingshausen, K. von, Die Blatt-Skelete der Dikotyledonen. (1861).		(1861)	Ettingshausen, K. von, Die Blatt-Skelete der Dikotyledonen. (1861).			Blatt-Skel. Dikot.	
urn:lsid:biodiversity.org.au:apni.publication:78005	http://biodiversity.org.au/apni.publication/78005	Brunonia. 1978-.		1978-	Brunonia. 1978-.				CSIRO
urn:lsid:biodiversity.org.au:apni.publication:78013	http://biodiversity.org.au/apni.publication/78013	Smith, J.J., Die Orchideen von Java. 1905.		1905	Smith, J.J., Die Orchideen von Java. 1905.				
urn:lsid:biodiversity.org.au:apni.publication:78035	http://biodiversity.org.au/apni.publication/78035	Hill, J., Herbarium Brittanicum. 1769-1770.		1769-1770	Hill, J., Herbarium Brittanicum. 1769-1770.				
urn:lsid:biodiversity.org.au:apni.publication:79029	http://biodiversity.org.au/apni.publication/79029	George, A.S., Flora of Australia. 1992.		1992	George, A.S., Flora of Australia. 1992.				AGPS
urn:lsid:biodiversity.org.au:apni.publication:79050	http://biodiversity.org.au/apni.publication/79050	Uppsala Universitets <AOL>rsskrift 7. (1945).		(1945)	Uppsala Universitets <AOL>rsskrift 7. (1945).				
urn:lsid:biodiversity.org.au:apni.publication:79060	http://biodiversity.org.au/apni.publication/79060	Banks, M.R., Smith, S.J., Orchard, A.E. & Kantvilas, G., Aspects of Tasmanian Botany - a tribute to Winifred Curtis. Mar. 1991.		Mar. 1991	Banks, M.R., Smith, S.J., Orchard, A.E. & Kantvilas, G., Aspects of Tasmanian Botany - a tribute to Winifred Curtis. Mar. 1991.				Royal Society of Tasmania
urn:lsid:biodiversity.org.au:apni.publication:79726	http://biodiversity.org.au/apni.publication/79726	Cuvier, F., Dictionnaire des Sciences Naturelles. 1816-1845.		1816-1845	Cuvier, F., Dictionnaire des Sciences Naturelles. 1816-1845.				
urn:lsid:biodiversity.org.au:apni.publication:79806	http://biodiversity.org.au/apni.publication/79806	Trabajos del Museo Nacional de Ciencias Naturales. Serie Bot~Onica. Madrid No. 14. (1918).		(1918)	Trabajos del Museo Nacional de Ciencias Naturales. Serie Bot~Onica. Madrid No. 14. (1918).				
urn:lsid:biodiversity.org.au:apni.publication:79888	http://biodiversity.org.au/apni.publication/79888	Transactions of the Botanical Society Edinburgh. 1844-1873, 1886-1891.		1844-1873, 1886-1891	Transactions of the Botanical Society Edinburgh. 1844-1873, 1886-1891.				
urn:lsid:biodiversity.org.au:apni.publication:79965	http://biodiversity.org.au/apni.publication/79965	Schrader, H.A. & Wendland, J.C., Sertum Hannoveranum. 1795-1798.		1795-1798	Schrader, H.A. & Wendland, J.C., Sertum Hannoveranum. 1795-1798.			Sert. hannov.	
urn:lsid:biodiversity.org.au:apni.publication:79092	http://biodiversity.org.au/apni.publication/79092	Morton, C.V., Revision of the Argentine Species of Solanum. (1976).		(1976)	Morton, C.V., Revision of the Argentine Species of Solanum. (1976).				
urn:lsid:biodiversity.org.au:apni.publication:79096	http://biodiversity.org.au/apni.publication/79096	Bullettino delle Societe Botanica Italiana. (1923).		(1923)	Bullettino delle Societe Botanica Italiana. (1923).				
urn:lsid:biodiversity.org.au:apni.publication:79183	http://biodiversity.org.au/apni.publication/79183	Catalogus Seminum et Sporarum in Horto Botanico Universitatis Imperialis Tokyoensis per annos 1915 et 1916 lectorum. (1916).		(1916)	Catalogus Seminum et Sporarum in Horto Botanico Universitatis Imperialis Tokyoensis per annos 1915 et 1916 lectorum. (1916).				
urn:lsid:biodiversity.org.au:apni.publication:79192	http://biodiversity.org.au/apni.publication/79192	Savi, C.G., Observationes in varias trifoliorum Species. (1810).		(1810)	Savi, C.G., Observationes in varias trifoliorum Species. (1810).				
urn:lsid:biodiversity.org.au:apni.publication:79212	http://biodiversity.org.au/apni.publication/79212	Briquet, J.I., Monographie des Bupl~hvres des Alpes Maritimes. (Nov. 1897).		(Nov. 1897)	Briquet, J.I., Monographie des Bupl~hvres des Alpes Maritimes. (Nov. 1897).				
urn:lsid:biodiversity.org.au:apni.publication:79231	http://biodiversity.org.au/apni.publication/79231	Ecklon, C.F. & Zeyher, C.L.P., Enumeratio Plantarum Africae Australis Extratropicae. (Dec. 1834-Apr. 1837).		(Dec. 1834-Apr. 1837)	Ecklon, C.F. & Zeyher, C.L.P., Enumeratio Plantarum Africae Australis Extratropicae. (Dec. 1834-Apr. 1837).				
urn:lsid:biodiversity.org.au:apni.publication:79237	http://biodiversity.org.au/apni.publication/79237	Museum Senckenbergianum. 1833/34-45.		1833/34-45	Museum Senckenbergianum. 1833/34-45.			Mus. Senckenberg	
urn:lsid:biodiversity.org.au:apni.publication:79255	http://biodiversity.org.au/apni.publication/79255	Schkuhr, C., Botanisches Handbuch. 1787-1802.		1787-1802	Schkuhr, C., Botanisches Handbuch. 1787-1802.				
urn:lsid:biodiversity.org.au:apni.publication:79264	http://biodiversity.org.au/apni.publication/79264	Planchon, J.E., Hortus Donatensis. 1854-1858.		1854-1858	Planchon, J.E., Hortus Donatensis. 1854-1858.			Hort. Planch.	
urn:lsid:biodiversity.org.au:apni.publication:79266	http://biodiversity.org.au/apni.publication/79266	Pugillis Plantarum Novarum Syriae et Tauri Occidentalis Primus. (May<NR>Jun. 1842).		(May<NR>Jun. 1842)	Pugillis Plantarum Novarum Syriae et Tauri Occidentalis Primus. (May<NR>Jun. 1842).				
urn:lsid:biodiversity.org.au:apni.publication:79267	http://biodiversity.org.au/apni.publication/79267	The Genus Trifolium. (1984).		(1984)	The Genus Trifolium. (1984).				
urn:lsid:biodiversity.org.au:apni.publication:79732	http://biodiversity.org.au/apni.publication/79732	Fritsch, K., Excursionflora fur Oesterreich. (1897).		(1897)	Fritsch, K., Excursionflora fur Oesterreich. (1897).			Excursionsfl. Oesterreich	
urn:lsid:biodiversity.org.au:apni.publication:79322	http://biodiversity.org.au/apni.publication/79322	Species Umbelliferarum minus cognitae, illustratae. (Mar.<NR>May 1818).		(Mar.<NR>May 1818)	Species Umbelliferarum minus cognitae, illustratae. (Mar.<NR>May 1818).				
urn:lsid:biodiversity.org.au:apni.publication:79397	http://biodiversity.org.au/apni.publication/79397	Osbeck, P., Reise nach Ostindien und China. (1765).		(1765)	Osbeck, P., Reise nach Ostindien und China. (1765).				
urn:lsid:biodiversity.org.au:apni.publication:79611	http://biodiversity.org.au/apni.publication/79611	Bulletin des Sciences Physiques et Naturelles en Neerlande. 1838-1840.		1838-1840	Bulletin des Sciences Physiques et Naturelles en Neerlande. 1838-1840.				
urn:lsid:biodiversity.org.au:apni.publication:79612	http://biodiversity.org.au/apni.publication/79612	Suppl. to Palms of the World. (1976).		(1976)	Suppl. to Palms of the World. (1976).				
urn:lsid:biodiversity.org.au:apni.publication:79670	http://biodiversity.org.au/apni.publication/79670	Revue Horticole ann~Pe 1859. (Feb. 1859).		(Feb. 1859)	Revue Horticole ann~Pe 1859. (Feb. 1859).				
urn:lsid:biodiversity.org.au:apni.publication:80265	http://biodiversity.org.au/apni.publication/80265	Le Naturaliste Canadien. 1869-.		1869-	Le Naturaliste Canadien. 1869-.			Naturaliste Canad.	
urn:lsid:biodiversity.org.au:apni.publication:80305	http://biodiversity.org.au/apni.publication/80305	Tentamen Florae Bohemicae 1. (Sep. 1809).		(Sep. 1809)	Tentamen Florae Bohemicae 1. (Sep. 1809).				
urn:lsid:biodiversity.org.au:apni.publication:80034	http://biodiversity.org.au/apni.publication/80034	Transactions of the New York Academy of Sciences 11. (post 22 Feb. 1892).		(post 22 Feb. 1892)	Transactions of the New York Academy of Sciences 11. (post 22 Feb. 1892).				
urn:lsid:biodiversity.org.au:apni.publication:80080	http://biodiversity.org.au/apni.publication/80080	Putterlick, A., Synopsis Pittosporearum. (Nov.<NR>Dec. 1839).		(Nov.<NR>Dec. 1839)	Putterlick, A., Synopsis Pittosporearum. (Nov.<NR>Dec. 1839).				
urn:lsid:biodiversity.org.au:apni.publication:80130	http://biodiversity.org.au/apni.publication/80130	Dunlop, C.R., Checklist of the Vascular Plants of the Northern Territory. 1987.		1987	Dunlop, C.R., Checklist of the Vascular Plants of the Northern Territory. 1987.				Conservation Commission of the N.T.
urn:lsid:biodiversity.org.au:apni.publication:80168	http://biodiversity.org.au/apni.publication/80168	Fielding, H.B. & Gardner, G., Sertum Plantarum: or drawings and descriptions of rare and undescribed plants from the author's herbarium. 1843-1844.		1843-1844	Fielding, H.B. & Gardner, G., Sertum Plantarum: or drawings and descriptions of rare and undescribed plants from the author's herbarium. 1843-1844.			Sert. Pl.	
urn:lsid:biodiversity.org.au:apni.publication:80199	http://biodiversity.org.au/apni.publication/80199	Crantz, H.J.N. von, Institutiones Rei Herbariae. 1766.		1766	Crantz, H.J.N. von, Institutiones Rei Herbariae. 1766.			Inst. rei herb.	
urn:lsid:biodiversity.org.au:apni.publication:80205	http://biodiversity.org.au/apni.publication/80205	Bois, D.G.J.M., Dictionnaire d'Horticulture. (1893<NR>1899).		(1893<NR>1899)	Bois, D.G.J.M., Dictionnaire d'Horticulture. (1893<NR>1899).			Dict. Hort.	
urn:lsid:biodiversity.org.au:apni.publication:80743	http://biodiversity.org.au/apni.publication/80743	Preiss-Verzeichniss der Pflanzen im Gr~ufl. Hoffmannseggischen Garten zu Dresden ed. 8, for 1836 Nachtrage. (1836).		(1836)	Preiss-Verzeichniss der Pflanzen im Gr~ufl. Hoffmannseggischen Garten zu Dresden ed. 8, for 1836 Nachtrage. (1836).				
urn:lsid:biodiversity.org.au:apni.publication:80750	http://biodiversity.org.au/apni.publication/80750	An Enumeration of the Flowering Plants of Nepal 1. (1878).		(1878)	An Enumeration of the Flowering Plants of Nepal 1. (1878).				
urn:lsid:biodiversity.org.au:apni.publication:80926	http://biodiversity.org.au/apni.publication/80926	De Piperaceis Novae Hollandiae. (1866).		(1866)	De Piperaceis Novae Hollandiae. (1866).				
urn:lsid:biodiversity.org.au:apni.publication:80946	http://biodiversity.org.au/apni.publication/80946	Papers and Proceedings and Report of the Royal Society of Tasmania for 1877. 1878.		1878	Papers and Proceedings and Report of the Royal Society of Tasmania for 1877. 1878.				
urn:lsid:biodiversity.org.au:apni.publication:80983	http://biodiversity.org.au/apni.publication/80983	Dietrich, A.G., Species Plantarum. (1831-1833).		(1831-1833)	Dietrich, A.G., Species Plantarum. (1831-1833).				
urn:lsid:biodiversity.org.au:apni.publication:80334	http://biodiversity.org.au/apni.publication/80334	Bulletin de la Societe Botanique de Geneve. 1909-1951.		1909-1951	Bulletin de la Societe Botanique de Geneve. 1909-1951.				
urn:lsid:biodiversity.org.au:apni.publication:80353	http://biodiversity.org.au/apni.publication/80353	Recueil des Travaux Botaniques Neerlandais. 1904-1950.		1904-1950	Recueil des Travaux Botaniques Neerlandais. 1904-1950.				
urn:lsid:biodiversity.org.au:apni.publication:80491	http://biodiversity.org.au/apni.publication/80491	Reichenbach, H.G.L., Magazin der aesthetischen Botanik oder Abbildung und Beschreibung der für Gartenkultur empfehlungswerthen Gesächse, nebst Angabe ihrer Erziehung. 1821- 1826.		1821- 1826	Reichenbach, H.G.L., Magazin der aesthetischen Botanik oder Abbildung und Beschreibung der für Gartenkultur empfehlungswerthen Gesächse, nebst Angabe ihrer Erziehung. 1821- 1826.			Mag. aesth. Bot.	
urn:lsid:biodiversity.org.au:apni.publication:80535	http://biodiversity.org.au/apni.publication/80535	Brown, J.E., The Forest Flora of South Australia. Dec. 1882-Feb. 1890.		Dec. 1882-Feb. 1890	Brown, J.E., The Forest Flora of South Australia. Dec. 1882-Feb. 1890.				Broadsheet
urn:lsid:biodiversity.org.au:apni.publication:80575	http://biodiversity.org.au/apni.publication/80575	Salisbury, R.A., The Paradisus Londinensis 2. (Jun. 1807).		(Jun. 1807)	Salisbury, R.A., The Paradisus Londinensis 2. (Jun. 1807).				William Hooker
urn:lsid:biodiversity.org.au:apni.publication:80676	http://biodiversity.org.au/apni.publication/80676	Thunberg, C.P., Prodromus Plantarum Capensium. 1794-1800.		1794-1800	Thunberg, C.P., Prodromus Plantarum Capensium. 1794-1800.				
urn:lsid:biodiversity.org.au:apni.publication:81161	http://biodiversity.org.au/apni.publication/81161	Ventenat, E.P., Decas Generum Novarum .... (1808).		(1808)	Ventenat, E.P., Decas Generum Novarum .... (1808).			Dec. gen. nov.	
urn:lsid:biodiversity.org.au:apni.publication:81218	http://biodiversity.org.au/apni.publication/81218	Delile, A.R., Flore d'Egypte. 1813-1824.		1813-1824	Delile, A.R., Flore d'Egypte. 1813-1824.				
urn:lsid:biodiversity.org.au:apni.publication:81228	http://biodiversity.org.au/apni.publication/81228	Schweinfurth, G.A., Beitrag zur Flora Aethiopiens. May 1867.		May 1867	Schweinfurth, G.A., Beitrag zur Flora Aethiopiens. May 1867.			Beitr. Fl. Aethiop.	
urn:lsid:biodiversity.org.au:apni.publication:81360	http://biodiversity.org.au/apni.publication/81360	Finska Vetenskaps Societeten F~xrhandlingar. (1867).		(1867)	Finska Vetenskaps Societeten F~xrhandlingar. (1867).				
urn:lsid:biodiversity.org.au:apni.publication:81386	http://biodiversity.org.au/apni.publication/81386	Verzeichniss der Pflanzenkulturen Nachtrage 2. (1826).		(1826)	Verzeichniss der Pflanzenkulturen Nachtrage 2. (1826).				
urn:lsid:biodiversity.org.au:apni.publication:81011	http://biodiversity.org.au/apni.publication/81011	Herbarienbuch Nom.. (1841).		(1841)	Herbarienbuch Nom.. (1841).				
urn:lsid:biodiversity.org.au:apni.publication:81028	http://biodiversity.org.au/apni.publication/81028	Bougainville, H. Y. P. P., Baron de, Journal de la Navigation Autour du Globe .... (1837).		(1837)	Bougainville, H. Y. P. P., Baron de, Journal de la Navigation Autour du Globe .... (1837).				
urn:lsid:biodiversity.org.au:apni.publication:81075	http://biodiversity.org.au/apni.publication/81075	Walpers, W.G., Annales Botanicae Systematicae. 1848-1871.		1848-1871	Walpers, W.G., Annales Botanicae Systematicae. 1848-1871.			Ann.Bot.Syst.	
urn:lsid:biodiversity.org.au:apni.publication:81088	http://biodiversity.org.au/apni.publication/81088	Transactions of the Linnean Society of London. Botany, Ser. 2. 1875-1922.		1875-1922	Transactions of the Linnean Society of London. Botany, Ser. 2. 1875-1922.			Trans. Linn. Soc. London. Bot.	
urn:lsid:biodiversity.org.au:apni.publication:81094	http://biodiversity.org.au/apni.publication/81094	Lesson, A. & Richard, A., Voyage de Decouvertes de l'Astrolabe. Botanique. 1832-1834.		1832-1834	Lesson, A. & Richard, A., Voyage de Decouvertes de l'Astrolabe. Botanique. 1832-1834.				
urn:lsid:biodiversity.org.au:apni.publication:81402	http://biodiversity.org.au/apni.publication/81402	Ortega, C.G. de, Novarum aut Rariorum Plantarum Horti Regii Botanici Natritensis Descriptionem Decades. 1797-1800.		1797-1800	Ortega, C.G. de, Novarum aut Rariorum Plantarum Horti Regii Botanici Natritensis Descriptionem Decades. 1797-1800.				
urn:lsid:biodiversity.org.au:apni.publication:81444	http://biodiversity.org.au/apni.publication/81444	Delessert, J.P.B., Icones Selectae Plantarum. 1820-1846.		1820-1846	Delessert, J.P.B., Icones Selectae Plantarum. 1820-1846.			Icon. sel. pl.	
urn:lsid:biodiversity.org.au:apni.publication:81462	http://biodiversity.org.au/apni.publication/81462	Aston, H.I., Aquatic Plants of Australia. 1973.		1973	Aston, H.I., Aquatic Plants of Australia. 1973.				
urn:lsid:biodiversity.org.au:apni.publication:81466	http://biodiversity.org.au/apni.publication/81466	Mueller, F.J.H. von, Intercolonial Exhibition Essays 1866 -1867. 1867.		1867	Mueller, F.J.H. von, Intercolonial Exhibition Essays 1866 -1867. 1867.				
urn:lsid:biodiversity.org.au:apni.publication:81089	http://biodiversity.org.au/apni.publication/81089	Gaertner, C.F., Supplementum Carpologicae. 1805- 1807.		1805- 1807	Gaertner, C.F., Supplementum Carpologicae. 1805- 1807.			Suppl. carp	
urn:lsid:biodiversity.org.au:apni.publication:81622	http://biodiversity.org.au/apni.publication/81622	Loudon, J.C., Arboretum et Fruticetum Britannicum. (1838).		(1838)	Loudon, J.C., Arboretum et Fruticetum Britannicum. (1838).				
urn:lsid:biodiversity.org.au:apni.publication:81494	http://biodiversity.org.au/apni.publication/81494	Hasskarl, J.C., Verslagen en Mededeelingen der Koninklijke Akademie van Wetenschappen 3. (1855).		(1855)	Hasskarl, J.C., Verslagen en Mededeelingen der Koninklijke Akademie van Wetenschappen 3. (1855).				
urn:lsid:biodiversity.org.au:apni.publication:81550	http://biodiversity.org.au/apni.publication/81550	Atti della Societe dei Naturalisti e Matematici di Modena. (1934).		(1934)	Atti della Societe dei Naturalisti e Matematici di Modena. (1934).				
urn:lsid:biodiversity.org.au:apni.publication:81598	http://biodiversity.org.au/apni.publication/81598	Transactions of the American Philosophical Society n. ser. 24, 2. (1935).		(1935)	Transactions of the American Philosophical Society n. ser. 24, 2. (1935).				
urn:lsid:biodiversity.org.au:apni.publication:81756	http://biodiversity.org.au/apni.publication/81756	Schrader, H.A. & Wendland, J.C., Sertum Hannoveranum. (8 Jun. 1795).		(8 Jun. 1795)	Schrader, H.A. & Wendland, J.C., Sertum Hannoveranum. (8 Jun. 1795).				
urn:lsid:biodiversity.org.au:apni.publication:81802	http://biodiversity.org.au/apni.publication/81802	Synopsis Plantarum Germaniae 1. (1792).		(1792)	Synopsis Plantarum Germaniae 1. (1792).				
urn:lsid:biodiversity.org.au:apni.publication:81834	http://biodiversity.org.au/apni.publication/81834	Lowe, E.J., Ferns: British and Exotic ... London. 1856-1860.		1856-1860	Lowe, E.J., Ferns: British and Exotic ... London. 1856-1860.			Ferns	
urn:lsid:biodiversity.org.au:apni.publication:81865	http://biodiversity.org.au/apni.publication/81865	Eighteenth Report of the Acclimatisation Society of Queensland ... for the year 1883. Apr. 1884.		Apr. 1884	Eighteenth Report of the Acclimatisation Society of Queensland ... for the year 1883. Apr. 1884.				
urn:lsid:biodiversity.org.au:apni.publication:81900	http://biodiversity.org.au/apni.publication/81900	Feddes Repertorium. 1965 +.		1965 +	Feddes Repertorium. 1965 +.	urn:lsid:biodiversity.org.au:apni.publication:161744		Feddes Repert.	
urn:lsid:biodiversity.org.au:apni.publication:81980	http://biodiversity.org.au/apni.publication/81980	Huitieme Notice sur les Plantes Rares Cultivees dans le Jardin de Geneve. (1840).		(1840)	Huitieme Notice sur les Plantes Rares Cultivees dans le Jardin de Geneve. (1840).				
urn:lsid:biodiversity.org.au:apni.publication:82766	http://biodiversity.org.au/apni.publication/82766	Le Nouveau Jardinier. (1865).		(1865)	Le Nouveau Jardinier. (1865).				
urn:lsid:biodiversity.org.au:apni.publication:82788	http://biodiversity.org.au/apni.publication/82788	Edward's Botanical Register. (1 Apr. 1823).		(1 Apr. 1823)	Edward's Botanical Register. (1 Apr. 1823).				
urn:lsid:biodiversity.org.au:apni.publication:82809	http://biodiversity.org.au/apni.publication/82809	Payer, J.B., Traite d'organogenie comparee de la Fleur. 1854-1857.		1854-1857	Payer, J.B., Traite d'organogenie comparee de la Fleur. 1854-1857.				
urn:lsid:biodiversity.org.au:apni.publication:82839	http://biodiversity.org.au/apni.publication/82839	~sfversigt af Kongl. Vetenskaps-Akademiens F~xrhandlingar 12. (post 14 Mar. 1855).		(post 14 Mar. 1855)	~sfversigt af Kongl. Vetenskaps-Akademiens F~xrhandlingar 12. (post 14 Mar. 1855).				
urn:lsid:biodiversity.org.au:apni.publication:82914	http://biodiversity.org.au/apni.publication/82914	Hubbard, C.E. & Vaughan, R.E., Grasses of Mauritius & Rodriguez. (30 Aug. 1940).		(30 Aug. 1940)	Hubbard, C.E. & Vaughan, R.E., Grasses of Mauritius & Rodriguez. (30 Aug. 1940).				
urn:lsid:biodiversity.org.au:apni.publication:82947	http://biodiversity.org.au/apni.publication/82947	Verh. Bot. Vereins Prov. Brandenburg 26. (May 1885).		(May 1885)	Verh. Bot. Vereins Prov. Brandenburg 26. (May 1885).				
urn:lsid:biodiversity.org.au:apni.publication:82959	http://biodiversity.org.au/apni.publication/82959	Pollichia 18/19 (1861) 172..			Pollichia 18/19 (1861) 172..				
urn:lsid:biodiversity.org.au:apni.publication:82986	http://biodiversity.org.au/apni.publication/82986	Schultz (Bipontinus), C.H., Pollichia 18/19. (1861).		(1861)	Schultz (Bipontinus), C.H., Pollichia 18/19. (1861).				
urn:lsid:biodiversity.org.au:apni.publication:82479	http://biodiversity.org.au/apni.publication/82479	Verhandlungen der kaiserlich-koniglichen zoologisch-botanischen Gesellschaft in Wien. 1858-1918.		1858-1918	Verhandlungen der kaiserlich-koniglichen zoologisch-botanischen Gesellschaft in Wien. 1858-1918.			Verh. K. K. Zool.-Bot. Ges.Wien	
urn:lsid:biodiversity.org.au:apni.publication:82481	http://biodiversity.org.au/apni.publication/82481	Fernald, M.L. & Schubert, B.G., Gray's Manual of Botany. (1950).		(1950)	Fernald, M.L. & Schubert, B.G., Gray's Manual of Botany. (1950).				
urn:lsid:biodiversity.org.au:apni.publication:82530	http://biodiversity.org.au/apni.publication/82530	Abrams, Le Roy, An Illustrated Flora of the Pacific States .... (1960).		(1960)	Abrams, Le Roy, An Illustrated Flora of the Pacific States .... (1960).			Ill. Fl. Pacific States	
urn:lsid:biodiversity.org.au:apni.publication:82607	http://biodiversity.org.au/apni.publication/82607	Systema Vegetabilium Florae Peruvianae et Chilensis. (late Dec. 1798).		(late Dec. 1798)	Systema Vegetabilium Florae Peruvianae et Chilensis. (late Dec. 1798).				
urn:lsid:biodiversity.org.au:apni.publication:82703	http://biodiversity.org.au/apni.publication/82703	Bentham, G. & Hooker, J.D., Genera Plantarum. 1862-1883.		1862-1883	Bentham, G. & Hooker, J.D., Genera Plantarum. 1862-1883.			Gen.pl.	
urn:lsid:biodiversity.org.au:apni.publication:82752	http://biodiversity.org.au/apni.publication/82752	Morren, C.F.A. & Morren, C.J.E., La Belgique Horticole. 1851-55.		1851-55	Morren, C.F.A. & Morren, C.J.E., La Belgique Horticole. 1851-55.				
urn:lsid:biodiversity.org.au:apni.publication:82154	http://biodiversity.org.au/apni.publication/82154	Nuytsia. 1970-.		1970-	Nuytsia. 1970-.				Western Australian Herbarium, Dept. of Agriculture
urn:lsid:biodiversity.org.au:apni.publication:82171	http://biodiversity.org.au/apni.publication/82171	Verzeichniss der Pflanzenkulturen in der Gr~uflich Hoffmannseggischen Garten zu Dresden und Rammenau 1. (1824).		(1824)	Verzeichniss der Pflanzenkulturen in der Gr~uflich Hoffmannseggischen Garten zu Dresden und Rammenau 1. (1824).				
urn:lsid:biodiversity.org.au:apni.publication:82360	http://biodiversity.org.au/apni.publication/82360	Neue Entdeckungen im ganzen Umfang der Pflanzenkunde 1. (Jan.<NR>May 1820).		(Jan.<NR>May 1820)	Neue Entdeckungen im ganzen Umfang der Pflanzenkunde 1. (Jan.<NR>May 1820).				
urn:lsid:biodiversity.org.au:apni.publication:82372	http://biodiversity.org.au/apni.publication/82372	Visiani R. de, L'Orto Botanico di Padova. (1842).		(1842)	Visiani R. de, L'Orto Botanico di Padova. (1842).			Orto. Bot.  Padova	
urn:lsid:biodiversity.org.au:apni.publication:82373	http://biodiversity.org.au/apni.publication/82373	Gronovius, J.F., Flora Orientalis. Apr.-Nov. 1755.		Apr.-Nov. 1755	Gronovius, J.F., Flora Orientalis. Apr.-Nov. 1755.				
urn:lsid:biodiversity.org.au:apni.publication:82398	http://biodiversity.org.au/apni.publication/82398	Warburg, O., Monographie der Myristicaceen. (Dec. 1897).		(Dec. 1897)	Warburg, O., Monographie der Myristicaceen. (Dec. 1897).				
urn:lsid:biodiversity.org.au:apni.publication:82413	http://biodiversity.org.au/apni.publication/82413	Duby, J.E., Aug. Pyrami de Candolle Botanicon Gallicum, pars prima Plantas Vascullares. 1828-1830.		1828-1830	Duby, J.E., Aug. Pyrami de Candolle Botanicon Gallicum, pars prima Plantas Vascullares. 1828-1830.				
urn:lsid:biodiversity.org.au:apni.publication:82415	http://biodiversity.org.au/apni.publication/82415	Verhandlungen des Botanischen Vereins der Provinz Brandenburg und die angrenzenden Lander. 1859-1980.		1859-1980	Verhandlungen des Botanischen Vereins der Provinz Brandenburg und die angrenzenden Lander. 1859-1980.			Verh. Bot. Vereins Prov. Brandenburg	
urn:lsid:biodiversity.org.au:apni.publication:82442	http://biodiversity.org.au/apni.publication/82442	Hooker, W.J., Companion to the Botanical Magazine. 1835-1836 (-1837).		1835-1836 (-1837)	Hooker, W.J., Companion to the Botanical Magazine. 1835-1836 (-1837).			Comp. Bot. Mag.	
urn:lsid:biodiversity.org.au:apni.publication:83704	http://biodiversity.org.au/apni.publication/83704	Norlindh, T., Studies in the Calenduleae. (1943).		(1943)	Norlindh, T., Studies in the Calenduleae. (1943).				
urn:lsid:biodiversity.org.au:apni.publication:83043	http://biodiversity.org.au/apni.publication/83043	The Floricultural Magazine 4. (1840).		(1840)	The Floricultural Magazine 4. (1840).				
urn:lsid:biodiversity.org.au:apni.publication:83106	http://biodiversity.org.au/apni.publication/83106	Verzeichniss von Treib-Glashaus-Bosquet-Pflanzen, Standen-Gewachsen und Georginen ... zu Herrenhausen bei Hannover. (1845).		(1845)	Verzeichniss von Treib-Glashaus-Bosquet-Pflanzen, Standen-Gewachsen und Georginen ... zu Herrenhausen bei Hannover. (1845).				
urn:lsid:biodiversity.org.au:apni.publication:83125	http://biodiversity.org.au/apni.publication/83125	Bailey, F.M., Queensland Woods. 1886.		1886	Bailey, F.M., Queensland Woods. 1886.				
urn:lsid:biodiversity.org.au:apni.publication:83203	http://biodiversity.org.au/apni.publication/83203	Schultes, J.A. & Schultes, J.H., Systema Vegetabilium. 1829.		1829	Schultes, J.A. & Schultes, J.H., Systema Vegetabilium. 1829.			Syst. Veg.	
urn:lsid:biodiversity.org.au:apni.publication:83213	http://biodiversity.org.au/apni.publication/83213	Bitter, F.A.G., Die Gattung Acaena. Vorstudien zu einer Monographie. (1910).		(1910)	Bitter, F.A.G., Die Gattung Acaena. Vorstudien zu einer Monographie. (1910).				
urn:lsid:biodiversity.org.au:apni.publication:83368	http://biodiversity.org.au/apni.publication/83368	Plants: Wild and Cultivated App. III. (1973).		(1973)	Plants: Wild and Cultivated App. III. (1973).				
urn:lsid:biodiversity.org.au:apni.publication:83451	http://biodiversity.org.au/apni.publication/83451	Willdenow, C.L. von, Hortus Berolinensis. [1803] - 1816.		[1803] - 1816	Willdenow, C.L. von, Hortus Berolinensis. [1803] - 1816.			Hort. Berol.	
urn:lsid:biodiversity.org.au:apni.publication:83465	http://biodiversity.org.au/apni.publication/83465	Proceedings of the Linnean Society of London. [1839] 1848-1855; 1856-1896; 1897+.		[1839] 1848-1855; 1856-1896; 1897+	Proceedings of the Linnean Society of London. [1839] 1848-1855; 1856-1896; 1897+.			Proc. Linn.Soc.Lond.	
urn:lsid:biodiversity.org.au:apni.publication:83547	http://biodiversity.org.au/apni.publication/83547	Thesaurus Zeylanicus. 1737.		1737	Thesaurus Zeylanicus. 1737.				
urn:lsid:biodiversity.org.au:apni.publication:83647	http://biodiversity.org.au/apni.publication/83647	United States Exploring Expedition. Botany. Phanerogamia. (1854).		(1854)	United States Exploring Expedition. Botany. Phanerogamia. (1854).				
